publish_date,publish_time_utc,ref,format,rhyme_title,content_type,setting,palette,companion,status,review_state,approved_by,pipeline_cmd
2027-07-23,17:00,VID-20270723-3,long,Yankee Doodle,rhyme,"a rope bridge over a shallow, sunny stream","dusty blue, buttermilk, pale coral",a curious hedgehog in a knitted scarf,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270723-3 --rhyme yankee_doodle --format long
2027-07-23,21:00,SHT-20270723-4,short,"Rain, Rain, Go Away",rhyme,a hay loft with warm light through the slats,"plum, mustard, soft grey","a slow, cheerful tortoise",PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270723-4 --rhyme rain_go_away --format short
2027-07-24,09:00,VID-20270724-1,long,"Mary, Mary, Quite Contrary",rhyme,a quiet hilltop meadow under a wide evening sky,"forest green, cream, honey",a fluffy duckling who hums along,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270724-1 --rhyme mary_contrary --format long
2027-07-24,13:00,SHT-20270724-2,short,Yankee Doodle,rhyme,a cosy wooden treehouse with round windows,"lavender, mint, warm white",a gentle brown bear cub,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270724-2 --rhyme yankee_doodle --format short
2027-07-24,17:00,VID-20270724-3,long,The Itsy Bitsy Spider,rhyme,a small harbour where painted boats bob at their moorings,"soft teal, apricot, ivory",a shy grey rabbit with one folded ear,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270724-3 --rhyme itsy_bitsy --format long
2027-07-24,21:00,SHT-20270724-4,short,Jack Be Nimble,rhyme,a sunlit kitchen garden with tall sunflowers,"clay pink, olive, sand",a tidy badger with round spectacles,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270724-4 --rhyme jack_nimble --format short
2027-07-25,09:00,VID-20270725-1,long,"One, Two, Buckle My Shoe",counting,a snowy village square with warm lantern light,"midnight blue, silver, pale rose",a sleepy orange cat with a bell,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270725-1 --rhyme one_two_buckle --format long
2027-07-25,13:00,SHT-20270725-2,short,"Twinkle, Twinkle, Little Star",rhyme,a riverbank where willows dip into slow water,"moss green, butter yellow, chalk",a small red fox with a white-tipped tail,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270725-2 --rhyme twinkle --format short
2027-07-25,17:00,VID-20270725-3,long,Old King Cole,rhyme,a friendly red barn at the edge of a green field,"russet, cream, slate blue",a woolly lamb with a crooked fringe,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270725-3 --rhyme old_king_cole --format long
2027-07-25,21:00,SHT-20270725-4,short,Little Bo-Peep,rhyme,a bright attic room full of soft toys and books,"periwinkle, peach, warm grey",a bright green frog in wellington boots,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270725-4 --rhyme bo_peep --format short
2027-07-26,09:00,VID-20270726-1,long,Simple Simon,rhyme,a windmill on a low hill with long grass,"deep plum, sage, oatmeal",a plump robin with a red waistcoat,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270726-1 --rhyme simple_simon --format long
2027-07-26,13:00,SHT-20270726-2,short,Cock-a-Doodle-Doo,rhyme,a duck pond ringed with smooth grey stones,"denim blue, wheat, soft white",a spotted puppy with oversized paws,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270726-2 --rhyme cock_doodle --format short
2027-07-26,17:00,VID-20270726-3,long,"Baa, Baa, Black Sheep",rhyme,an orchard of short apple trees in soft afternoon light,"pine green, copper, bone",a quiet grey mouse with a patchwork bag,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270726-3 --rhyme baa_baa --format long
2027-07-26,21:00,SHT-20270726-4,short,Hey Diddle Diddle,rhyme,a lighthouse keeper's cottage above a calm bay,"mauve, straw, dove grey",a friendly goose in a straw hat,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270726-4 --rhyme hey_diddle --format short
2027-07-27,09:00,VID-20270727-1,long,Rock-a-Bye Baby,lullaby,"a market square with striped awnings, early morning","seafoam, coral, linen",a small striped bumblebee with tired wings,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270727-1 --rhyme rock_a_bye --format long
2027-07-27,13:00,SHT-20270727-2,short,Ding Dong Bell,rhyme,a mossy woodland clearing with dappled sunlight,"deep indigo, soft gold, cream",a soft grey seal pup with wide eyes,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270727-2 --rhyme ding_dong_bell --format short
2027-07-27,17:00,VID-20270727-3,long,Jack Be Nimble,rhyme,a sandy cove with gentle waves and rock pools,"sage green, warm terracotta, oat",a small brown wren with a bright eye,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270727-3 --rhyme jack_nimble --format long
2027-07-27,21:00,SHT-20270727-4,short,Wee Willie Winkie,rhyme,a greenhouse full of seedlings and watering cans,"dusty blue, buttermilk, pale coral",a small round owl with speckled feathers,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270727-4 --rhyme wee_willie --format short
2027-07-28,09:00,VID-20270728-1,long,Little Jack Horner,rhyme,a bakery window with warm light and round loaves,"plum, mustard, soft grey",a patient grey donkey with long ears,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270728-1 --rhyme jack_horner --format long
2027-07-28,13:00,SHT-20270728-2,short,"Tom, Tom, the Piper's Son",rhyme,a wildflower field with a low stone wall,"forest green, cream, honey",a curious hedgehog in a knitted scarf,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270728-2 --rhyme tom_piper --format short
2027-07-28,17:00,VID-20270728-3,long,Hickory Dickory Dock,rhyme,a train platform in a tiny country station,"lavender, mint, warm white","a slow, cheerful tortoise",PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270728-3 --rhyme hickory_dickory --format long
2027-07-28,21:00,SHT-20270728-4,short,Jack and Jill,rhyme,a hillside sheep pasture under drifting clouds,"soft teal, apricot, ivory",a fluffy duckling who hums along,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270728-4 --rhyme jack_jill --format short
2027-07-29,09:00,VID-20270729-1,long,Old MacDonald Had a Farm,rhyme,a cobbled lane with window boxes and a blue door,"clay pink, olive, sand",a gentle brown bear cub,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270729-1 --rhyme old_macdonald --format long
2027-07-29,13:00,SHT-20270729-2,short,The Itsy Bitsy Spider,rhyme,a frozen pond with soft snow on the reeds,"midnight blue, silver, pale rose",a shy grey rabbit with one folded ear,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270729-2 --rhyme itsy_bitsy --format short
2027-07-29,17:00,VID-20270729-3,long,Three Blind Mice,rhyme,"a rope bridge over a shallow, sunny stream","moss green, butter yellow, chalk",a tidy badger with round spectacles,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270729-3 --rhyme three_mice --format long
2027-07-29,21:00,SHT-20270729-4,short,Skip to My Lou,rhyme,a hay loft with warm light through the slats,"russet, cream, slate blue",a sleepy orange cat with a bell,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270729-4 --rhyme skip_to_lou --format short
2027-07-30,09:00,VID-20270730-1,long,Curly Locks,rhyme,a quiet hilltop meadow under a wide evening sky,"periwinkle, peach, warm grey",a small red fox with a white-tipped tail,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270730-1 --rhyme curly_locks --format long
2027-07-30,13:00,SHT-20270730-2,short,The Grand Old Duke of York,rhyme,a cosy wooden treehouse with round windows,"deep plum, sage, oatmeal",a woolly lamb with a crooked fringe,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270730-2 --rhyme duke_york --format short
2027-07-30,17:00,VID-20270730-3,long,"Hush, Little Baby",lullaby,a small harbour where painted boats bob at their moorings,"denim blue, wheat, soft white",a bright green frog in wellington boots,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270730-3 --rhyme hush_little_baby --format long
2027-07-30,21:00,SHT-20270730-4,short,"Pat-a-Cake, Pat-a-Cake",rhyme,a sunlit kitchen garden with tall sunflowers,"pine green, copper, bone",a plump robin with a red waistcoat,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270730-4 --rhyme pat_a_cake --format short
2027-07-31,09:00,VID-20270731-1,long,Skip to My Lou,rhyme,a snowy village square with warm lantern light,"mauve, straw, dove grey",a spotted puppy with oversized paws,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270731-1 --rhyme skip_to_lou --format long
2027-07-31,13:00,SHT-20270731-2,short,Little Miss Muffet,rhyme,a riverbank where willows dip into slow water,"seafoam, coral, linen",a quiet grey mouse with a patchwork bag,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270731-2 --rhyme miss_muffet --format short
2027-07-31,17:00,VID-20270731-3,long,Oranges and Lemons,rhyme,a friendly red barn at the edge of a green field,"deep indigo, soft gold, cream",a friendly goose in a straw hat,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270731-3 --rhyme oranges_lemons --format long
2027-07-31,21:00,SHT-20270731-4,short,This Little Piggy,rhyme,a bright attic room full of soft toys and books,"sage green, warm terracotta, oat",a small striped bumblebee with tired wings,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270731-4 --rhyme this_piggy --format short
2027-08-01,09:00,VID-20270801-1,long,London Bridge Is Falling Down,rhyme,a windmill on a low hill with long grass,"dusty blue, buttermilk, pale coral",a soft grey seal pup with wide eyes,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270801-1 --rhyme london_bridge --format long
2027-08-01,13:00,SHT-20270801-2,short,Ring a Ring o' Roses,rhyme,a duck pond ringed with smooth grey stones,"plum, mustard, soft grey",a small brown wren with a bright eye,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270801-2 --rhyme ring_roses --format short
2027-08-01,17:00,VID-20270801-3,long,Hot Cross Buns,rhyme,an orchard of short apple trees in soft afternoon light,"forest green, cream, honey",a small round owl with speckled feathers,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270801-3 --rhyme hot_cross_buns --format long
2027-08-01,21:00,SHT-20270801-4,short,Simple Simon,rhyme,a lighthouse keeper's cottage above a calm bay,"lavender, mint, warm white",a patient grey donkey with long ears,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270801-4 --rhyme simple_simon --format short
2027-08-02,09:00,VID-20270802-1,long,Mary Had a Little Lamb,rhyme,"a market square with striped awnings, early morning","soft teal, apricot, ivory",a curious hedgehog in a knitted scarf,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270802-1 --rhyme mary_lamb --format long
2027-08-02,13:00,SHT-20270802-2,short,"Mary, Mary, Quite Contrary",rhyme,a mossy woodland clearing with dappled sunlight,"clay pink, olive, sand","a slow, cheerful tortoise",PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270802-2 --rhyme mary_contrary --format short
2027-08-02,17:00,VID-20270802-3,long,"Row, Row, Row Your Boat",rhyme,a sandy cove with gentle waves and rock pools,"midnight blue, silver, pale rose",a fluffy duckling who hums along,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270802-3 --rhyme row_row --format long
2027-08-02,21:00,SHT-20270802-4,short,Old MacDonald Had a Farm,rhyme,a greenhouse full of seedlings and watering cans,"moss green, butter yellow, chalk",a gentle brown bear cub,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270802-4 --rhyme old_macdonald --format short
2027-08-03,09:00,VID-20270803-1,long,"Rain, Rain, Go Away",rhyme,a bakery window with warm light and round loaves,"russet, cream, slate blue",a shy grey rabbit with one folded ear,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270803-1 --rhyme rain_go_away --format long
2027-08-03,13:00,SHT-20270803-2,short,Curly Locks,rhyme,a wildflower field with a low stone wall,"periwinkle, peach, warm grey",a tidy badger with round spectacles,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270803-2 --rhyme curly_locks --format short
2027-08-03,17:00,VID-20270803-3,long,Lavender's Blue,rhyme,a train platform in a tiny country station,"deep plum, sage, oatmeal",a sleepy orange cat with a bell,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270803-3 --rhyme lavenders_blue --format long
2027-08-03,21:00,SHT-20270803-4,short,Bobby Shafto's Gone to Sea,rhyme,a hillside sheep pasture under drifting clouds,"denim blue, wheat, soft white",a small red fox with a white-tipped tail,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270803-4 --rhyme bobby_shafto --format short
2027-08-04,09:00,VID-20270804-1,long,Humpty Dumpty,rhyme,a cobbled lane with window boxes and a blue door,"pine green, copper, bone",a woolly lamb with a crooked fringe,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270804-1 --rhyme humpty --format long
2027-08-04,13:00,SHT-20270804-2,short,The Muffin Man,rhyme,a frozen pond with soft snow on the reeds,"mauve, straw, dove grey",a bright green frog in wellington boots,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270804-2 --rhyme muffin_man --format short
2027-08-04,17:00,VID-20270804-3,long,Polly Put the Kettle On,rhyme,"a rope bridge over a shallow, sunny stream","seafoam, coral, linen",a plump robin with a red waistcoat,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270804-3 --rhyme polly_kettle --format long
2027-08-04,21:00,SHT-20270804-4,short,Hickory Dickory Dock,rhyme,a hay loft with warm light through the slats,"deep indigo, soft gold, cream",a spotted puppy with oversized paws,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270804-4 --rhyme hickory_dickory --format short
2027-08-05,09:00,VID-20270805-1,long,Pop Goes the Weasel,rhyme,a quiet hilltop meadow under a wide evening sky,"sage green, warm terracotta, oat",a quiet grey mouse with a patchwork bag,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270805-1 --rhyme pop_weasel --format long
2027-08-05,13:00,SHT-20270805-2,short,Lavender's Blue,rhyme,a cosy wooden treehouse with round windows,"dusty blue, buttermilk, pale coral",a friendly goose in a straw hat,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270805-2 --rhyme lavenders_blue --format short
2027-08-05,17:00,VID-20270805-3,long,"Peter, Peter, Pumpkin Eater",rhyme,a small harbour where painted boats bob at their moorings,"plum, mustard, soft grey",a small striped bumblebee with tired wings,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270805-3 --rhyme peter_pumpkin --format long
2027-08-05,21:00,SHT-20270805-4,short,"Baa, Baa, Black Sheep",rhyme,a sunlit kitchen garden with tall sunflowers,"forest green, cream, honey",a soft grey seal pup with wide eyes,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270805-4 --rhyme baa_baa --format short
2027-08-06,09:00,VID-20270806-1,long,"Pat-a-Cake, Pat-a-Cake",rhyme,a snowy village square with warm lantern light,"lavender, mint, warm white",a small brown wren with a bright eye,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270806-1 --rhyme pat_a_cake --format long
2027-08-06,13:00,SHT-20270806-2,short,Humpty Dumpty,rhyme,a riverbank where willows dip into slow water,"soft teal, apricot, ivory",a small round owl with speckled feathers,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270806-2 --rhyme humpty --format short
2027-08-06,17:00,VID-20270806-3,long,This Little Piggy,rhyme,a friendly red barn at the edge of a green field,"clay pink, olive, sand",a patient grey donkey with long ears,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270806-3 --rhyme this_piggy --format long
2027-08-06,21:00,SHT-20270806-4,short,Georgie Porgie,rhyme,a bright attic room full of soft toys and books,"midnight blue, silver, pale rose",a curious hedgehog in a knitted scarf,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270806-4 --rhyme georgie_porgie --format short
2027-08-07,09:00,VID-20270807-1,long,Little Miss Muffet,rhyme,a windmill on a low hill with long grass,"moss green, butter yellow, chalk","a slow, cheerful tortoise",PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270807-1 --rhyme miss_muffet --format long
2027-08-07,13:00,SHT-20270807-2,short,"Peter, Peter, Pumpkin Eater",rhyme,a duck pond ringed with smooth grey stones,"russet, cream, slate blue",a fluffy duckling who hums along,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270807-2 --rhyme peter_pumpkin --format short
